0000000285;122132
0000000283;122136
0000000282;122138
0000556543;64065
0000555899;64293
0000555717;64295
0000576585;64315
0000555829;64855
0000556328;64857
0000556382;64859
0000556431;64861
0000556734;64863
0000565213;64865
0000556246;64867
0000553582;64869
0000668097;64945
0000667999;64947
0000657966;64949
0000513905;64951
0000554594;66387
0000553817;67385
0000559240;67389
0000559461;67391
0000573194;67395
0000567572;67403
0000569072;67411
0000573455;67413
0000575658;67415
0000728336;67735
0000723872;67747
0000659465;68109
0000571417;68131
0000559401;128166
0000730683;142992
0000576645;241526
0000759202;241801
0000405068;63509
0000413537;63521
0000416031;63527
0000413697;63895
0000402873;65207
0000414407;65209
0000492052;65307
0000402514;65311
0000402576;65313
0000491774;65317
0000400261;65555
0000402907;66643
0000491907;66649
0000405114;66663
0000405179;66685
0000414954;66695
0000420983;66713
0000413219;67433
0000425744;67445
0000400151;68037
0000521881;109068
0000425449;114225
0000414876;114227
0000414264;114229
0000415973;114231
0000414161;114233
0000391093;114235
0000416081;114239
0000425523;114241
0000414002;114243
0000414058;114245
0000413645;114247
0000425570;114250
0000412609;114252
0000410204;114254
0000411927;179478
0000410239;179479
0000403030;179480
0000280172;179481
0000414878;179482
0000403055;179484
0000425556;179485
0000422958;179487
0000412041;181297
0000416255;209170
0000402825;209200
0000413464;252787
0001066239;63423
0001069072;112317
0001069148;112323
0001066992;118355
0001068937;118357
0000120858;63193
0000120659;63195
0000120365;63197
0000112373;63199
0000116063;63201
0000118144;63207
0000118813;63209
0000118365;63211
0000118793;63215
0000113663;63217
0000117278;63219
0000121118;63225
0000111552;63639
0000111424;64833
0000111518;65355
0000118020;65475
0000111537;65771
0000112417;65773
0000112756;65775
0000118452;65779
0000118428;65781
0000113300;65783
0000111670;65785
0000111645;120729
0000117960;120731
0000118956;120735
0000111651;121246
0000118480;121248
0000113349;121250
0000118911;121252
0000111611;121254
0000111653;174677
0000110395;174710
0000112820;241586
0000483783;63845
0000482186;64279
0000485861;65197
0000493464;65199
0000484551;65483
0000482115;65723
0000484064;65787
0000483342;65789
0000483627;65793
0000481189;65795
0001095244;65797
0000481090;65799
0000482011;65801
0000483202;65803
0000482916;65805
0000482307;65809
0000479977;65811
0000482732;65813
0000900767;65815
0000483261;65817
0000484348;65819
0000481735;65821
0000483021;65823
0000484103;65825
0000484687;65827
0000481272;65829
0000483659;65831
0000483435;65833
0000484672;65849
0000485983;65853
0000494979;112354
0000493980;174743
0000484317;193561
0000485329;193859
0000485667;193883
0000484857;194546
0000482162;212099
0000494072;241507
0000485410;241587
0000482680;243275
0000783833;64967
0000786267;64971
0000786039;68101
0000790675;68135
0000780806;68139
0000780261;68221
0000787814;68223
0000780580;68275
0000783896;117618
0000793609;241509
0000784621;241556
0000784561;241659
0000998918;64341
0000991434;64481
0000996635;64483
0001006942;64485
0001006954;64487
0000998662;64491
0000995982;64509
0001002403;64525
0001001828;64553
0000628810;65869
0000718467;65885
0000998814;65895
0000305360;65903
0000983891;65907
0000000293;~101087
0001003783;241541
0000146113;63335
0000140859;63341
0000146032;63749
0000144253;63751
0000136530;63753
0000137564;63755
0000141348;63757
0000143633;63759
0000141561;63761
0000140114;63763
0000144359;63765
0000144327;63767
0000138494;63769
0000134530;66213
0000139301;68901
0000144033;68965
0000136798;69063
0000145692;69125
0000134513;95046
0000145583;122466
0000147133;122566
0000136981;122570
0000137619;122572
0000141521;176944
0000143537;178002
0000139128;179929
0000137683;193808
0000139937;241534
0000138685;241557
0000143997;241585
0000144993;241640
0000136626;241660
0000693109;67933
0000691520;88285
0000673103;241670
0000691271;241896
0001000749;63213
0001006417;64337
0000847172;64547
0000993072;64551
0000633651;65883
0001000927;65909
0001119494;65933
0001003072;88253
0001039119;112780
0001041077;178357
0001041738;179488
0001040118;179489
0001045254;179490
0000743208;179491
0001043763;241655
0001040789;241656
0000226406;63453
0000223619;63459
0000443941;63465
0001112174;64969
0000439531;65175
0000009683;65179
0000299073;65339
0000304818;65573
0000429972;66053
0000304457;66181
0000307347;66193
0000310767;66203
0000311574;66205
0000782686;68209
0000779907;68217
0000793258;68271
0000438277;112366
0000304659;122592
0000307461;122600
0000435081;123698
0000299334;177055
0000307511;177056
0000297651;178363
0000784141;241663
0000784238;241664
0000883717;103538
0000892475;103544
0000883633;127730
0000877551;127732
0000883430;127734
0000877363;127736
0000877428;127740
0000883106;127742
0000883488;127746
0000883248;193712
0000886555;247401
0000152178;63125
0000284649;63369
0000279341;63371
0000287602;63373
0000286314;63377
0000290476;63379
0000291413;63381
0000282948;63385
0000283855;63389
0000292612;63391
0000154869;69141
0000285904;69143
0000292320;101399
0000280309;101407
0000284081;101415
0000282884;101417
0000284844;101422
0000285286;101424
0000290242;101431
0000281439;101433
0000282923;101435
0000287270;101439
0000288255;101446
0000289650;101448
0000290950;101458
0000283207;101460
0000292042;101464
0000293065;101474
0000153047;101919
0000281538;112356
0000151362;112358
0000150450;112360
0000153282;117811
0000158312;117996
0000281973;121264
0000283347;121266
0000290056;121270
0000280606;174688
0000288889;177044
0000291331;181195
0000155179;212105
0000151233;212106
0000151347;212107
0000281887;241657
0000280738;246111
0000514337;65645
0000515432;65747
0000515145;65947
0000514565;65949
0000515158;65959
0000514975;65961
0000514958;65967
0000515224;65969
0000514371;65973
0000515343;65977
0000515232;65979
0000524749;65981
0000515250;65985
0000514974;116035
0000377678;63463
0000380653;63499
0000384329;65425
0000381457;65515
0000378099;65993
0000378331;65997
0000379300;65999
0000379609;66003
0000379733;66011
0000093419;66013
0000381226;66015
0000097654;66019
0000380851;66021
0000381525;66025
0000382267;66027
0000377605;66035
0000384157;66037
0000383583;66039
0000384800;66041
0000386022;66047
0000385836;66049
0000386316;66051
0000382221;68873
0000377001;68877
0000377073;68879
0000156570;68881
0000379939;68883
0000380346;68885
0000382915;68887
0000377754;68889
0000379263;68891
0000153444;68989
0000093113;116911
0000097139;116923
0000235873;178038
0000377235;194549
0000377140;241520
0000381328;241667
0000379057;241682
0000377109;241884
0001059469;178614
0000842924;193860
0001059367;193862
0001059371;193863
0000455373;193866
0000319767;102625
0000314087;63109
0000319106;63135
0000322158;63143
0000321146;63153
0000321069;63157
0000322858;63173
0000323906;93006
0000123688;93008
0000322038;102437
0000324283;102441
0000316615;102443
0000321545;106955
0000317177;117652
0000317127;117654
0000318575;117656
0000321258;117658
0000321119;117660
0000316098;117662
0000315033;117664
0000322555;117666
0000323170;117668
0000314512;174691
0000317775;176493
0000319659;176917
0000321967;177088
0000316508;178142
0000322960;178143
0000314628;178164
0000317685;178165
0000316405;178166
0000312994;179492
0000323140;179493
0000323084;179494
0000323159;179495
0000321409;179930
0000312653;193650
0000312597;193651
0000322499;193652
0000315220;193653
0000321769;193881
0000317082;241516
0000322620;241522
0000317019;241565
0000321782;241621
0000319022;241661
0000315287;241672
0000313970;241714
0000322358;241791
0000322634;253037
0000435482;63887
0000434562;64977
0000444624;65161
0000434351;65167
0000435274;65169
0000436537;65173
0000431411;65177
0000431036;65185
0000430789;65187
0000442052;65189
0000486567;65191
0000432002;65281
0000473985;65285
0000469269;65287
0000493778;65685
0000430536;66059
0000431872;66061
0000433140;66065
0000433757;66067
0000435845;66071
0000436180;66073
0000440127;66081
0000429862;66083
0000441487;66085
0000443438;66087
0000444850;66091
0000430113;112364
0000433715;118692
0000430760;136225
0000431359;136703
0000428340;136705
0000431306;136707
0000430744;136709
0000436733;174705
0000430884;178231
0000442341;178232
0000434361;241558
0000443337;241559
0000493680;241560
0000493298;241561
0000430126;64347
0000437072;64531
0000440550;64979
0000441694;65163
0000437273;65165
0000438580;65171
0000480807;65839
0000480348;66057
0000480819;66069
0000480308;66079
0000437444;69019
0000442008;211691
0000111951;63223
0000340452;63229
0000347998;64507
0000342265;65113
0000338059;65219
0000339737;65351
0000341279;65353
0000338277;65497
0000337094;65499
0000337158;65537
0000352231;65663
0000347725;66093
0000348858;66095
0000341726;66097
0000342275;66099
0000343031;66101
0000342464;66103
0000347159;66105
0000344321;66107
0000345061;66109
0000339964;66111
0000342456;66113
0000345782;66117
0000342600;66119
0000114914;66121
0000347213;66123
0000115328;66125
0000346206;66127
0000346814;66129
0000344450;66131
0000348403;66133
0000347876;66135
0000346048;66137
0000350052;66139
0000341863;66141
0000346060;66143
0000342250;66145
0000346484;88271
0000348753;88287
0000337793;116096
0000347201;177663
0000347435;177664
0000112091;241665
0000182171;63433
0000295578;63515
0000298717;63635
0000307338;63771
0000302783;64393
0000310338;65333
0000300909;65343
0000309450;65345
0000039850;65487
0000306460;65745
0000295627;66149
0000296461;66151
